Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Chunks Received,251.75,7.00,257.00,64448.00,122.50,249.00,253.00,254.00,256.00,257.00,257.00,257.00,257.00,24.02
HTTP Chunks Sent,1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),77.88,1.85,79.60,19937.78,37.75,77.38,78.19,78.73,79.16,79.40,79.46,79.49,79.55,7.46
HTTP Data Sent (KB),2.23,1.90,2.46,570.77,1.98,2.08,2.12,2.16,2.23,2.30,2.34,2.38,2.45,0.10
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1891.32,1696.30,2007.08,484178.84,1704.84,1708.20,1715.70,1814.30,1922.26,1995.68,2001.98,2004.79,2006.13,114.09
HTTP Receiving (ms),1686.13,1648.26,1906.53,431649.75,1659.90,1662.13,1667.34,1672.93,1678.94,1682.61,1691.65,1711.43,1901.00,41.04
HTTP Sending (ms),0.53,0.20,2.92,136.44,0.23,0.31,0.36,0.39,0.45,0.52,0.73,1.33,1.78,0.32
HTTP Total Time (ms),1891.32,1696.30,2007.08,484178.84,1704.84,1708.20,1715.70,1814.30,1922.26,1995.68,2001.98,2004.79,2006.13,114.09
HTTP Waiting (TTFB) (ms),204.66,36.78,327.07,52392.65,39.77,44.16,46.77,85.18,179.34,313.12,319.39,322.39,325.91,110.30
Input Sequence Length (tokens),512.00,512.00,512.00,131072.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),6.63,0.00,234.28,424628.03,3.07,4.18,4.76,5.66,6.55,7.46,8.40,9.03,10.79,3.08
Inter Token Latency (ms),6.66,6.42,8.23,1704.42,6.49,6.51,6.53,6.57,6.60,6.67,6.75,6.87,7.59,0.22
OSL Mismatch Diff % (%),-2.15,-97.27,0.39,-549.61,-52.93,-3.52,-1.95,-1.17,-0.39,0.00,0.00,0.00,0.00,9.43
Output Sequence Length (tokens),250.50,7.00,257.00,64129.00,120.50,247.00,251.00,253.00,255.00,256.00,256.00,256.00,256.00,24.13
Output Token Count (tokens),250.50,7.00,257.00,64129.00,120.50,247.00,251.00,253.00,255.00,256.00,256.00,256.00,256.00,24.13
Output Token Throughput Per User (tokens/sec/user),150.34,121.55,155.65,38487.54,131.84,145.54,148.21,149.90,151.41,152.28,153.04,153.52,154.09,4.37
Prefill Throughput Per User (tokens/sec/user),4099.65,1562.57,13688.80,1049511.16,1567.99,1584.96,1599.56,1631.36,2843.09,5925.50,10833.13,11447.63,12698.06,3394.39
Request Latency (ms),1864.16,93.23,2004.98,477224.25,998.23,1703.48,1711.33,1746.21,1852.24,1992.29,1998.08,2000.63,2003.46,198.87
Time to First Output Token (ms),205.45,37.40,327.67,52596.22,40.32,44.73,47.26,86.44,180.09,313.85,320.09,323.04,326.53,110.27
Time to First Token (ms),205.45,37.40,327.67,52596.22,40.32,44.73,47.26,86.44,180.09,313.85,320.09,323.04,326.53,110.27
Time to Second Token (ms),17.38,0.00,234.28,4448.54,0.00,1.66,4.44,6.22,8.13,9.63,24.36,42.44,231.05,40.09
Tokens In Flight (tokens),19848.38,0.00,24486.07,,,,,,19935.42,,23480.48,23906.89,24291.27,2870.78

Metric,Value
Benchmark Duration (sec),15.23
Input Token Throughput (tokens/sec),8601.27
OSL Mismatch Count,9.00
Output Token Throughput (tokens/sec),4208.30
Request Count,256.00
Request Throughput (requests/sec),16.80
Total Input Sequence Length (tokens),131072.00
Total Output Sequence Length (tokens),64129.00
Total Output Tokens (tokens),64129.00
Total Token Throughput (tokens/sec),12809.57


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
