Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Duration (excl. conn) (ms),1661.19,1645.71,1669.67,106316.07,1649.01,1654.89,1655.22,1659.09,1663.07,1663.77,1664.43,1665.12,1669.51,4.30
HTTP Receiving (ms),1601.74,1562.41,1613.01,102511.62,1565.80,1571.88,1575.33,1603.77,1607.54,1608.40,1610.71,1612.80,1612.94,13.51
HTTP Sending (ms),0.51,0.35,1.54,32.65,0.35,0.35,0.35,0.37,0.39,0.51,0.72,1.35,1.54,0.29
HTTP Total Time (ms),1661.19,1645.71,1669.67,106316.07,1649.01,1654.89,1655.22,1659.09,1663.07,1663.77,1664.43,1665.12,1669.51,4.30
HTTP Waiting (TTFB) (ms),58.93,46.37,87.92,3771.80,46.41,47.03,48.94,51.70,54.85,57.27,86.70,87.07,87.85,13.12
Input Sequence Length (tokens),512.00,512.00,512.00,32768.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),6.35,0.00,26.30,102384.63,4.17,5.13,5.48,5.92,6.31,6.70,7.12,7.50,11.04,1.14
Inter Token Latency (ms),6.37,6.13,7.92,407.96,6.14,6.18,6.23,6.29,6.32,6.40,6.45,6.53,7.39,0.24
OSL Mismatch Diff % (%),-1.46,-20.31,0.00,-93.75,-14.41,-3.52,-2.34,-1.56,-0.98,0.00,0.00,0.00,0.00,2.99
Output Sequence Length (tokens),252.25,204.00,256.00,16144.00,219.12,247.00,250.00,252.00,253.50,256.00,256.00,256.00,256.00,7.65
Output Token Count (tokens),252.25,204.00,256.00,16144.00,219.12,247.00,250.00,252.00,253.50,256.00,256.00,256.00,256.00,7.65
Output Token Throughput Per User (tokens/sec/user),157.07,126.23,163.24,10052.48,135.77,153.22,155.13,156.28,158.20,158.88,160.60,161.88,162.82,5.08
Prefill Throughput Per User (tokens/sec/user),8898.52,5766.01,10856.07,569505.28,5778.96,5840.74,5865.16,8853.43,9242.42,9735.39,10266.46,10622.49,10779.04,1481.53
Request Latency (ms),1659.45,1645.18,1666.27,106204.65,1645.47,1651.58,1653.87,1657.16,1660.77,1662.17,1663.45,1664.73,1666.03,4.28
Time to First Output Token (ms),59.69,47.16,88.80,3820.02,47.50,48.20,49.88,52.59,55.40,57.83,87.30,87.66,88.60,13.03
Time to First Token (ms),59.69,47.16,88.80,3820.02,47.50,48.20,49.88,52.59,55.40,57.83,87.30,87.66,88.60,13.03
Time to Second Token (ms),3.78,0.00,7.06,242.19,0.00,0.00,0.00,2.25,4.66,5.04,5.74,6.28,6.68,2.18
Tokens In Flight (tokens),5051.42,0.00,6126.01,,,,,,5085.55,,5896.42,6000.19,6088.06,692.11

Metric,Value
Benchmark Duration (sec),13.37
Input Token Throughput (tokens/sec),2449.55
OSL Mismatch Count,3.00
Output Token Throughput (tokens/sec),1206.83
Request Count,64.00
Request Throughput (requests/sec),4.78
Total Input Sequence Length (tokens),32768.00
Total Output Sequence Length (tokens),16144.00
Total Output Tokens (tokens),16144.00
Total Token Throughput (tokens/sec),3656.38


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
