Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Duration (excl. conn) (ms),1926.02,1698.03,2113.29,493060.94,1716.77,1740.37,1747.95,1841.22,1952.89,2020.13,2049.79,2084.28,2111.01,114.27
HTTP Receiving (ms),1812.19,1627.56,2023.79,463920.20,1649.75,1655.58,1669.77,1715.92,1843.19,1902.55,1943.88,1955.79,1968.56,99.30
HTTP Sending (ms),0.50,0.21,3.19,127.58,0.25,0.29,0.34,0.37,0.40,0.47,0.73,1.36,1.55,0.32
HTTP Total Time (ms),1926.02,1698.03,2113.29,493060.94,1716.77,1740.37,1747.95,1841.22,1952.89,2020.13,2049.79,2084.28,2111.01,114.27
HTTP Waiting (TTFB) (ms),113.33,43.88,242.54,29013.16,44.25,45.91,49.86,75.15,117.33,147.99,161.94,180.39,241.97,48.57
Input Sequence Length (tokens),512.00,512.00,512.00,131072.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),7.14,0.00,176.01,462509.87,3.04,4.21,4.81,5.74,6.67,7.63,8.70,9.56,27.02,4.70
Inter Token Latency (ms),7.16,6.37,8.50,1832.05,6.48,6.51,6.56,6.77,7.22,7.48,7.69,7.79,7.98,0.42
OSL Mismatch Diff % (%),-0.97,-16.02,0.00,-247.27,-10.43,-2.73,-1.95,-1.17,-0.39,0.00,0.00,0.00,0.00,1.86
Output Sequence Length (tokens),253.53,215.00,256.00,64903.00,229.30,249.00,251.00,253.00,255.00,256.00,256.00,256.00,256.00,4.76
Output Token Count (tokens),253.53,215.00,256.00,64903.00,229.30,249.00,251.00,253.00,255.00,256.00,256.00,256.00,256.00,4.76
Output Token Throughput Per User (tokens/sec/user),140.22,117.65,157.04,35895.99,125.31,128.39,130.06,133.65,138.44,147.76,152.55,153.65,154.31,8.26
Prefill Throughput Per User (tokens/sec/user),5484.07,2106.12,11476.92,1403922.75,2110.76,2828.51,3150.81,3444.79,4341.11,6722.43,10141.94,11028.66,11424.15,2594.89
Request Latency (ms),1920.75,1558.72,2113.18,491712.33,1682.64,1737.52,1740.36,1834.12,1929.19,2016.97,2045.89,2077.74,2110.58,117.56
Time to First Output Token (ms),114.07,44.61,243.10,29202.46,44.82,46.42,50.48,76.16,117.95,148.63,162.50,181.01,242.57,48.48
Time to First Token (ms),114.07,44.61,243.10,29202.46,44.82,46.42,50.48,76.16,117.95,148.63,162.50,181.01,242.57,48.48
Time to Second Token (ms),16.50,0.00,164.23,4222.83,0.00,0.50,4.00,6.69,8.17,10.64,44.66,65.97,90.89,21.77
Tokens In Flight (tokens),19932.56,0.00,24294.87,,,,,,20151.96,,23241.18,23564.57,23965.87,2754.04

Metric,Value
Benchmark Duration (sec),15.62
Input Token Throughput (tokens/sec),8384.69
OSL Mismatch Count,8.00
Output Token Throughput (tokens/sec),4151.85
Request Count,256.00
Request Throughput (requests/sec),16.38
Total Input Sequence Length (tokens),131072.00
Total Output Sequence Length (tokens),64903.00
Total Output Tokens (tokens),64903.00
Total Token Throughput (tokens/sec),12536.54


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
