Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Inter Token Latency (ms),6.96,6.34,11.29,445.46,6.37,6.51,6.55,6.65,6.90,7.07,7.23,7.30,8.94,0.61
OSL Mismatch Diff % (%),-1.40,-39.84,0.00,-89.45,-22.62,-2.34,-1.84,-1.17,0.00,0.00,0.00,0.00,0.00,5.13
Output Sequence Length (tokens),252.42,154.00,256.00,16155.00,198.10,250.00,251.30,253.00,256.00,256.00,256.00,256.00,256.00,13.14
Output Token Count (tokens),252.42,154.00,256.00,16155.00,198.10,250.00,251.30,253.00,256.00,256.00,256.00,256.00,256.00,13.14
Output Token Throughput Per User (tokens/sec/user),144.43,88.55,157.76,9243.51,116.08,136.90,138.27,141.38,144.88,150.45,152.70,153.73,157.05,8.94
Prefill Throughput Per User (tokens/sec/user),68119.64,24787.74,96890.90,4359657.21,28182.48,32471.07,32903.15,34137.40,89388.90,93900.33,95047.30,95267.30,96365.92,28217.69
Request Latency (ms),1875.31,1703.96,2060.98,120019.96,1739.83,1762.15,1764.82,1807.92,1835.53,1991.02,2046.50,2052.24,2058.99,102.00
Time to First Output Token (ms),132.62,73.99,289.22,8487.38,74.39,75.25,75.43,76.35,80.20,210.00,217.88,220.79,256.66,67.13
Time to First Token (ms),132.62,73.99,289.22,8487.38,74.39,75.25,75.43,76.35,80.20,210.00,217.88,220.79,256.66,67.13
Time to Second Token (ms),4.60,0.00,15.45,294.30,0.00,0.00,0.16,1.67,4.38,7.34,7.90,8.13,13.09,3.34
Tokens In Flight (tokens),28625.75,0.00,29684.00,,,,,,29125.46,,29370.00,29446.25,29570.00,2212.53

Metric,Value
Benchmark Duration (sec),30.55
Input Token Throughput (tokens/sec),15011.56
OSL Mismatch Count,2.00
Output Token Throughput (tokens/sec),528.57
Request Count,64.00
Request Throughput (requests/sec),2.09
Total Input Sequence Length (tokens),458806.00
Total Output Sequence Length (tokens),16155.00
Total Output Tokens (tokens),16155.00
Total Token Throughput (tokens/sec),15540.13


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
