Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Prefill Throughput Per User (tokens/sec/user),13804.66,3962.42,51879.59,3533993.33,4157.16,5080.58,5843.79,7272.05,10664.45,16274.33,29444.99,30834.55,46248.70,8997.19
Request Latency (ms),4841.25,2726.02,6979.42,1239358.89,2898.54,3330.31,3340.93,4088.13,4865.05,5490.86,6392.01,6645.58,6706.03,1040.09
Time to First Output Token (ms),718.09,138.19,1809.00,183830.83,156.63,232.47,243.47,440.51,672.25,985.86,1226.81,1411.02,1724.39,376.50
Time to First Token (ms),718.09,138.19,1809.00,183830.83,156.63,232.47,243.47,440.51,672.25,985.86,1226.81,1411.02,1724.39,376.50
Time to Second Token (ms),173.43,6.22,685.57,44397.60,8.45,10.11,11.06,17.23,172.91,319.65,345.31,355.36,520.64,143.06
Tokens In Flight (tokens),229451.33,0.00,237328.43,,,,,,232314.45,,235637.17,236362.17,236999.50,22839.00

Metric,Value
Benchmark Duration (sec),39.29
Input Token Throughput (tokens/sec),46703.99
OSL Mismatch Count,5.00
Output Token Throughput (tokens/sec),1646.41
Request Count,256.00
Request Throughput (requests/sec),6.51
Total Input Sequence Length (tokens),1835216.00
Total Output Sequence Length (tokens),64695.00
Total Output Tokens (tokens),64695.00
Total Token Throughput (tokens/sec),48350.40


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
