Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Receiving (ms),1530.97,1524.63,1537.23,97981.80,1525.84,1529.78,1529.93,1530.53,1531.00,1531.49,1532.20,1532.43,1534.47,1.43
HTTP Sending (ms),0.38,0.35,0.85,24.56,0.35,0.35,0.35,0.36,0.36,0.37,0.40,0.47,0.76,0.08
HTTP Total Time (ms),1587.71,1583.81,1617.87,101613.24,1584.08,1585.01,1585.19,1585.74,1586.18,1587.41,1591.45,1594.95,1607.19,4.93
HTTP Waiting (TTFB) (ms),56.36,52.92,86.16,3606.88,53.12,53.62,53.85,54.24,54.82,56.02,59.75,63.34,76.30,4.97
Input Sequence Length (tokens),512.00,512.00,512.00,32768.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),6.05,0.17,24.04,96501.12,0.78,5.68,5.82,5.93,6.01,6.10,6.22,6.38,11.53,1.27
Inter Token Latency (ms),6.07,5.85,7.73,388.43,5.95,6.00,6.00,6.00,6.01,6.07,6.15,6.17,6.77,0.22
OSL Mismatch Diff % (%),-2.47,-46.09,0.00,-157.81,-36.74,-16.07,-2.62,-1.27,-0.20,0.00,0.00,0.00,0.00,7.52
Output Sequence Length (tokens),249.69,138.00,256.00,15980.00,161.94,214.85,249.30,252.75,255.50,256.00,256.00,256.00,256.00,19.24
Output Token Count (tokens),249.69,138.00,256.00,15980.00,161.94,214.85,249.30,252.75,255.50,256.00,256.00,256.00,256.00,19.24
Output Token Throughput Per User (tokens/sec/user),164.94,129.34,170.82,10555.99,149.50,161.96,162.65,164.62,166.41,166.56,166.61,166.63,168.22,4.77
Prefill Throughput Per User (tokens/sec/user),9045.82,5885.25,9573.40,578932.75,6717.11,8018.45,8487.19,9032.47,9247.14,9346.04,9406.64,9453.91,9540.55,604.93
Request Latency (ms),1564.76,898.45,1601.15,100144.74,1032.38,1584.13,1585.25,1585.87,1586.29,1587.54,1589.62,1591.79,1601.01,108.20
Time to First Output Token (ms),56.93,53.48,87.00,3643.61,53.67,54.16,54.43,54.78,55.37,56.68,60.33,63.86,76.95,5.00
Time to First Token (ms),56.93,53.48,87.00,3643.61,53.67,54.16,54.43,54.78,55.37,56.68,60.33,63.86,76.95,5.00
Time to Second Token (ms),3.91,0.50,9.87,250.09,1.87,2.81,3.12,3.64,3.75,3.87,3.98,4.05,9.70,1.35
Tokens In Flight (tokens),630.39,0.00,768.00,,,,,,633.53,,738.00,752.00,763.01,88.14

Metric,Value
Benchmark Duration (sec),102.18
Input Token Throughput (tokens/sec),320.66
OSL Mismatch Count,4.00
Output Token Throughput (tokens/sec),156.38
Request Count,64.00
Request Throughput (requests/sec),0.63
Total Input Sequence Length (tokens),32768.00
Total Output Sequence Length (tokens),15980.00
Total Output Tokens (tokens),15980.00
Total Token Throughput (tokens/sec),477.04


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
