Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Effective Prefill Throughput Per User (tokens/sec/user),2126.05,0.00,29273.99,,,,,,2677.53,,4048.84,5097.53,9452.76,2274.37
Effective Total Throughput (tokens/sec),25399.21,0.00,121968.85,,,,,,20571.12,,58989.86,69989.41,92176.79,25096.54
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,253.78,130.00,257.00,64968.00,187.20,250.00,252.00,254.00,256.00,257.00,257.00,257.00,257.00,11.77
HTTP Chunks Sent,1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),78.39,39.57,79.56,20067.71,57.64,77.28,77.89,78.58,79.10,79.35,79.45,79.50,79.55,3.68
HTTP Data Sent (KB),29.83,28.17,31.19,7637.60,28.34,28.92,29.19,29.56,29.85,30.13,30.41,30.73,31.16,0.53
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),9328.40,5827.59,12581.17,2388070.65,6166.12,7854.89,8702.54,9169.70,9362.41,9552.33,9838.73,10524.31,12232.16,866.47
HTTP Receiving (ms),7220.71,3909.66,9104.39,1848500.57,4102.16,5794.38,6635.12,6812.91,7134.93,7616.79,8381.21,8645.15,9072.37,860.46
HTTP Sending (ms),0.54,0.14,1.90,138.79,0.21,0.35,0.36,0.38,0.42,0.54,0.84,1.60,1.78,0.33
HTTP Total Time (ms),9328.40,5827.59,12581.17,2388070.65,6166.12,7854.89,8702.54,9169.70,9362.41,9552.33,9838.73,10524.31,12232.16,866.47
HTTP Waiting (TTFB) (ms),2107.15,244.34,5519.82,539431.29,266.40,607.85,916.07,1703.56,2062.13,2408.23,2744.13,3622.90,5317.35,889.74
Input Sequence Length (tokens),7168.81,7167.00,7169.00,1835216.00,7167.55,7168.00,7168.00,7169.00,7169.00,7169.00,7169.00,7169.00,7169.00,0.42
Inter Chunk Latency (ms),28.61,3.23,1038.92,1843815.97,8.84,10.68,11.73,13.71,15.74,17.99,20.51,31.32,347.98,63.45
Inter Token Latency (ms),28.98,15.32,128.69,7417.91,16.12,22.81,26.08,27.06,28.41,30.14,33.30,34.46,37.91,7.22
OSL Mismatch Diff % (%),-1.45,-75.00,0.39,-370.31,-27.48,-2.83,-2.34,-1.17,-0.39,0.00,0.00,0.00,0.00,5.78
Output Sequence Length (tokens),252.30,64.00,257.00,64588.00,185.65,248.75,250.00,253.00,255.00,256.00,256.00,256.00,256.00,14.80
Output Token Count (tokens),252.30,64.00,257.00,64588.00,185.65,248.75,250.00,253.00,255.00,256.00,256.00,256.00,256.00,14.80
Output Token Throughput Per User (tokens/sec/user),35.56,7.77,65.26,9102.94,26.42,29.02,30.03,33.18,35.20,36.95,38.34,43.84,62.04,5.92
Prefill Throughput Per User (tokens/sec/user),4596.49,1298.57,29273.98,1176700.60,1347.93,1978.31,2611.74,2975.94,3475.23,4206.86,7818.33,11781.45,26845.79,4272.07
Request Latency (ms),9310.37,5372.46,12577.55,2383453.93,6012.21,7767.61,8700.45,9166.59,9352.37,9550.44,9835.51,10522.73,12227.51,899.81
Time to First Output Token (ms),2107.96,244.89,5520.67,539637.96,267.05,608.64,916.95,1704.12,2062.89,2408.90,2744.72,3623.80,5318.51,889.78
Time to First Token (ms),2107.96,244.89,5520.67,539637.96,267.05,608.64,916.95,1704.12,2062.89,2408.90,2744.72,3623.80,5318.51,889.78
Time to Second Token (ms),324.41,7.74,1038.92,83048.31,13.06,26.50,200.47,336.70,343.64,347.74,351.52,356.18,685.17,112.06
Tokens In Flight (tokens),231473.93,0.00,237285.44,,,,,,231427.96,,235385.86,236302.54,237036.90,6725.01

Metric,Value
Benchmark Duration (sec),74.77
Input Token Throughput (tokens/sec),24539.02
OSL Mismatch Count,6.00
Output Token Throughput (tokens/sec),863.62
Request Count,256.00
Request Throughput (requests/sec),3.42
Total Input Sequence Length (tokens),1835216.00
Total Output Sequence Length (tokens),64588.00
Total Output Tokens (tokens),64588.00
Total Token Throughput (tokens/sec),25402.64
