Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Output Sequence Length (tokens),252.25,70.00,256.00,129150.00,197.10,248.00,251.00,253.00,255.00,256.00,256.00,256.00,256.00,14.48
Output Token Count (tokens),252.25,70.00,256.00,129150.00,197.10,248.00,251.00,253.00,255.00,256.00,256.00,256.00,256.00,14.48
Output Token Throughput Per User (tokens/sec/user),127.62,36.13,135.82,65340.59,103.85,114.75,115.99,118.52,131.87,133.47,134.11,134.92,135.26,9.12
Prefill Throughput Per User (tokens/sec/user),2258.06,842.85,8989.21,1156124.40,846.85,855.55,864.40,1265.63,1576.76,2549.48,5824.70,6310.66,6976.75,1777.35
Request Latency (ms),2311.38,1171.31,2530.18,1183424.83,1937.63,1969.97,1977.78,2109.95,2294.28,2502.49,2513.65,2520.08,2528.45,216.06
Time to First Output Token (ms),335.96,56.96,607.46,172011.79,73.39,81.13,87.90,200.83,324.72,416.76,592.32,598.44,604.60,168.54
Time to First Token (ms),335.96,56.96,607.46,172011.79,73.39,81.13,87.90,200.83,324.72,416.76,592.32,598.44,604.60,168.54
Time to Second Token (ms),80.89,0.00,290.19,41417.16,0.19,4.69,5.95,8.31,11.14,233.47,272.04,278.67,287.72,111.35
Tokens In Flight (tokens),39204.49,0.00,48930.65,,,,,,39020.66,,46910.99,47860.42,48599.78,5628.84

Metric,Value
Benchmark Duration (sec),18.74
Input Token Throughput (tokens/sec),13983.85
OSL Mismatch Count,18.00
Output Token Throughput (tokens/sec),6889.40
Request Count,512.00
Request Throughput (requests/sec),27.31
Total Input Sequence Length (tokens),262144.00
Total Output Sequence Length (tokens),129150.00
Total Output Tokens (tokens),129150.00
Total Token Throughput (tokens/sec),20873.24


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
