Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),64.40,63.70,64.72,4121.82,63.88,64.09,64.18,64.27,64.46,64.56,64.60,64.64,64.70,0.19
HTTP Data Sent (KB),2.21,2.01,2.46,141.56,2.04,2.07,2.10,2.15,2.21,2.27,2.32,2.34,2.41,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1625.54,1613.82,1656.57,104034.66,1613.96,1617.31,1618.26,1619.51,1622.17,1631.41,1633.63,1649.51,1656.37,9.41
HTTP Receiving (ms),1560.59,1553.57,1569.70,99877.72,1553.64,1554.70,1557.43,1558.85,1560.84,1562.04,1563.68,1564.75,1566.67,2.81
HTTP Sending (ms),0.44,0.35,1.50,27.96,0.35,0.35,0.35,0.36,0.37,0.41,0.57,0.69,1.48,0.21
HTTP Total Time (ms),1625.54,1613.82,1656.57,104034.66,1613.96,1617.31,1618.26,1619.51,1622.17,1631.41,1633.63,1649.51,1656.37,9.41
HTTP Waiting (TTFB) (ms),64.52,50.80,102.42,4128.99,51.10,56.24,56.87,58.10,60.36,70.41,74.39,93.66,102.13,10.95
Input Sequence Length (tokens),512.00,512.00,512.00,32768.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),6.17,0.68,24.77,98825.59,1.02,5.64,5.86,6.02,6.13,6.26,6.44,6.67,11.64,1.35
Inter Token Latency (ms),6.18,6.07,6.98,395.36,6.09,6.10,6.11,6.12,6.13,6.20,6.24,6.31,6.76,0.13
OSL Mismatch Diff % (%),-1.95,-66.02,0.00,-124.61,-32.30,-3.12,-1.95,-1.17,-0.20,0.00,0.00,0.00,0.00,8.28
Output Sequence Length (tokens),251.02,87.00,256.00,16065.00,173.31,248.00,251.00,253.00,255.50,256.00,256.00,256.00,256.00,21.21
Output Token Count (tokens),251.02,87.00,256.00,16065.00,173.31,248.00,251.00,253.00,255.50,256.00,256.00,256.00,256.00,21.21
Output Token Throughput Per User (tokens/sec/user),161.94,143.20,164.67,10364.20,148.14,158.55,160.23,161.21,163.07,163.52,163.67,164.02,164.33,3.09
Prefill Throughput Per User (tokens/sec/user),8031.05,4959.60,9680.79,513987.47,4971.40,5468.07,6821.29,7210.04,8406.64,8732.47,8920.43,8986.30,9623.50,1056.65
Request Latency (ms),1609.32,582.84,1656.80,102996.18,1230.07,1614.71,1618.12,1619.40,1622.28,1631.62,1633.80,1649.73,1656.62,129.68
Time to First Output Token (ms),65.17,52.89,103.23,4170.59,53.20,56.98,57.40,58.63,60.90,71.01,75.06,94.41,102.99,10.96
Time to First Token (ms),65.17,52.89,103.23,4170.59,53.20,56.98,57.40,58.63,60.90,71.01,75.06,94.41,102.99,10.96
Time to Second Token (ms),2.75,0.88,7.98,175.71,0.90,0.93,0.97,1.25,1.39,5.82,6.65,6.85,7.75,2.34
Tokens In Flight (tokens),2520.41,0.00,3067.00,,,,,,2530.41,,2945.25,3001.81,3048.94,339.48

Metric,Value
Benchmark Duration (sec),26.15
Input Token Throughput (tokens/sec),1252.58
OSL Mismatch Count,3.00
Output Token Throughput (tokens/sec),614.10
Request Count,64.00
Request Throughput (requests/sec),2.45
Total Input Sequence Length (tokens),32768.00
Total Output Sequence Length (tokens),16065.00
Total Output Tokens (tokens),16065.00
Total Token Throughput (tokens/sec),1866.68


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
