Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Data Sent (KB),29.75,28.20,30.93,1903.85,28.25,28.68,29.14,29.49,29.87,30.10,30.29,30.37,30.65,0.53
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1767.14,1747.29,1775.27,113096.85,1752.36,1757.06,1760.89,1762.11,1769.09,1771.08,1773.21,1774.27,1775.04,5.64
HTTP Receiving (ms),1674.81,1668.22,1678.95,107187.63,1668.54,1669.62,1670.54,1672.53,1674.98,1677.60,1678.47,1678.66,1678.88,2.93
HTTP Sending (ms),0.41,0.35,1.59,26.24,0.35,0.35,0.35,0.36,0.37,0.38,0.46,0.65,1.05,0.17
HTTP Total Time (ms),1767.14,1747.29,1775.27,113096.85,1752.36,1757.06,1760.89,1762.11,1769.09,1771.08,1773.21,1774.27,1775.04,5.64
HTTP Waiting (TTFB) (ms),91.92,76.99,104.74,5882.98,77.89,82.32,82.64,84.29,94.55,97.02,98.44,99.05,103.92,6.74
Input Sequence Length (tokens),7168.84,7168.00,7169.00,458806.00,7168.00,7168.00,7168.00,7169.00,7169.00,7169.00,7169.00,7169.00,7169.00,0.36
Inter Chunk Latency (ms),6.62,0.18,27.41,107124.29,4.86,5.91,6.11,6.35,6.57,6.81,7.05,7.24,9.09,0.84
Inter Token Latency (ms),6.63,6.54,7.75,424.51,6.54,6.55,6.56,6.57,6.60,6.64,6.70,6.72,7.21,0.16
OSL Mismatch Diff % (%),-0.99,-15.23,0.00,-63.28,-8.59,-2.29,-1.95,-1.17,-0.39,0.00,0.00,0.00,0.00,2.03
Output Sequence Length (tokens),253.47,217.00,256.00,16222.00,234.01,250.15,251.00,253.00,255.00,256.00,256.00,256.00,256.00,5.19
Output Token Count (tokens),253.47,217.00,256.00,16222.00,234.01,250.15,251.00,253.00,255.00,256.00,256.00,256.00,256.00,5.19
Output Token Throughput Per User (tokens/sec/user),150.83,129.02,152.89,9653.43,139.15,148.75,149.23,150.50,151.60,152.13,152.49,152.63,152.88,3.12
Prefill Throughput Per User (tokens/sec/user),77903.90,67983.77,92477.71,4985849.75,68558.14,71928.75,72419.63,73485.43,75398.17,84484.07,86161.16,86495.77,91164.40,5920.89
Request Latency (ms),1766.35,1747.14,1774.66,113046.40,1751.85,1756.62,1759.35,1760.86,1768.02,1770.85,1772.44,1773.54,1774.58,5.88
Time to First Output Token (ms),92.53,77.52,105.45,5922.11,78.65,82.88,83.20,84.86,95.08,97.56,98.99,99.67,104.57,6.74
Time to First Token (ms),92.53,77.52,105.45,5922.11,78.65,82.88,83.20,84.86,95.08,97.56,98.99,99.67,104.57,6.74
Time to Second Token (ms),4.72,3.31,11.42,302.26,3.44,3.85,4.07,4.30,4.53,4.80,5.07,5.22,11.02,1.21
Tokens In Flight (tokens),14501.70,0.00,14850.00,,,,,,14580.00,,14789.21,14817.00,14839.01,934.45

Metric,Value
Benchmark Duration (sec),56.85
Input Token Throughput (tokens/sec),8069.18
OSL Mismatch Count,1.00
Output Token Throughput (tokens/sec),285.30
Request Count,64.00
Request Throughput (requests/sec),1.13
Total Input Sequence Length (tokens),458806.00
Total Output Sequence Length (tokens),16222.00
Total Output Tokens (tokens),16222.00
Total Token Throughput (tokens/sec),8354.48


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
