Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Count (tokens),256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,256.00,0.00
Output Token Throughput Per User (tokens/sec/user),161.62,161.62,161.62,161.62,161.62,161.62,161.62,161.62,161.62,161.62,161.62,161.62,161.62,0.00
Prefill Throughput Per User (tokens/sec/user),19940.11,19940.11,19940.11,19940.11,19940.11,19940.11,19940.11,19940.11,19940.11,19940.11,19940.11,19940.11,19940.11,0.00
Request Latency (ms),1937.53,1937.53,1937.53,1937.53,1937.53,1937.53,1937.53,1937.53,1937.53,1937.53,1937.53,1937.53,1937.53,0.00
Time to First Output Token (ms),359.73,359.73,359.73,359.73,359.73,359.73,359.73,359.73,359.73,359.73,359.73,359.73,359.73,0.00
Time to First Token (ms),359.73,359.73,359.73,359.73,359.73,359.73,359.73,359.73,359.73,359.73,359.73,359.73,359.73,0.00
Time to Second Token (ms),0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.00
Tokens In Flight (tokens),7235.53,0.00,7429.00,,,,,,7272.15,,7397.63,7412.81,7425.96,558.79

Metric,Value
Benchmark Duration (sec),1.94
Input Token Throughput (tokens/sec),3680.67
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),131.36
Request Count,1.00
Request Throughput (requests/sec),0.51
Total Input Sequence Length (tokens),7173.00
Total Output Sequence Length (tokens),256.00
Total Output Tokens (tokens),256.00
Total Token Throughput (tokens/sec),3812.03
