Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,251.67,126.00,257.00,16107.00,160.65,247.15,252.00,254.00,255.00,257.00,257.00,257.00,257.00,18.47
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),77.93,39.71,79.56,4987.71,50.07,76.44,77.92,78.74,79.11,79.39,79.46,79.50,79.54,5.63
HTTP Data Sent (KB),2.21,2.01,2.46,141.56,2.04,2.07,2.10,2.15,2.21,2.27,2.32,2.34,2.41,0.09
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1587.49,1561.48,1609.49,101599.65,1564.00,1572.85,1580.90,1584.47,1588.08,1590.39,1594.23,1603.11,1608.13,8.26
HTTP Receiving (ms),1536.58,1516.61,1543.88,98341.01,1517.79,1525.39,1531.95,1533.92,1537.75,1540.18,1542.34,1542.81,1543.61,5.48
HTTP Sending (ms),0.45,0.34,1.66,29.09,0.34,0.35,0.35,0.35,0.37,0.43,0.58,0.71,1.54,0.25
HTTP Total Time (ms),1587.49,1561.48,1609.49,101599.65,1564.00,1572.85,1580.90,1584.47,1588.08,1590.39,1594.23,1603.11,1608.13,8.26
HTTP Waiting (TTFB) (ms),50.46,44.01,70.67,3229.54,44.15,46.14,46.46,47.27,49.06,50.96,53.58,66.33,70.61,5.61
Input Sequence Length (tokens),512.00,512.00,512.00,32768.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),6.06,0.00,24.49,97057.78,4.45,5.31,5.53,5.79,6.04,6.28,6.55,6.75,7.74,0.80
Inter Token Latency (ms),6.08,5.87,6.39,388.92,5.92,6.01,6.01,6.02,6.06,6.11,6.15,6.27,6.35,0.08
OSL Mismatch Diff % (%),-2.14,-50.39,0.39,-137.11,-37.35,-4.63,-2.77,-1.56,-0.78,0.00,0.00,0.00,0.14,7.15
Output Sequence Length (tokens),250.52,127.00,257.00,16033.00,160.39,244.15,248.90,252.00,254.00,256.00,256.00,256.00,256.37,18.30
Output Token Count (tokens),250.52,127.00,257.00,16033.00,160.39,244.15,248.90,252.00,254.00,256.00,256.00,256.00,256.37,18.30
Output Token Throughput Per User (tokens/sec/user),164.59,156.49,170.29,10533.61,157.39,159.56,162.51,163.66,165.02,166.07,166.30,166.51,168.93,2.26
Prefill Throughput Per User (tokens/sec/user),10110.04,7188.78,11507.80,647042.73,7194.54,7657.51,9454.79,9929.56,10309.89,10677.89,10881.36,10965.94,11409.47,899.66
Request Latency (ms),1567.66,784.40,1608.74,100330.44,1000.30,1565.42,1579.73,1583.39,1587.35,1590.29,1594.26,1602.41,1607.97,114.27
Time to First Output Token (ms),51.14,44.49,71.22,3272.66,44.88,46.69,47.05,47.95,49.66,51.56,54.15,66.88,71.17,5.58
Time to First Token (ms),51.14,44.49,71.22,3272.66,44.88,46.69,47.05,47.95,49.66,51.56,54.15,66.88,71.17,5.58
Time to Second Token (ms),3.92,0.00,11.87,251.00,0.00,0.00,1.88,3.14,3.62,4.84,5.76,5.86,9.84,1.92
Tokens In Flight (tokens),2521.62,0.00,3065.00,,,,,,2534.55,,2941.67,2998.31,3046.08,336.53

Metric,Value
Benchmark Duration (sec),25.56
Input Token Throughput (tokens/sec),1281.24
OSL Mismatch Count,3.00
Output Token Throughput (tokens/sec),626.90
Request Count,64.00
Request Throughput (requests/sec),2.50
Total Input Sequence Length (tokens),32768.00
Total Output Sequence Length (tokens),16033.00
Total Output Tokens (tokens),16033.00
Total Token Throughput (tokens/sec),1908.14


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
