Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Duration (excl. conn) (ms),1606.09,1583.78,1626.69,102789.73,1583.90,1586.95,1589.10,1596.15,1607.58,1614.50,1620.06,1622.76,1626.28,11.71
HTTP Receiving (ms),1553.11,1533.38,1570.05,99398.92,1533.66,1534.18,1535.99,1540.88,1557.34,1562.67,1566.21,1567.20,1568.97,11.62
HTTP Sending (ms),0.49,0.35,1.76,31.17,0.36,0.36,0.38,0.40,0.43,0.47,0.57,0.72,1.68,0.23
HTTP Total Time (ms),1606.09,1583.78,1626.69,102789.73,1583.90,1586.95,1589.10,1596.15,1607.58,1614.50,1620.06,1622.76,1626.28,11.71
HTTP Waiting (TTFB) (ms),52.49,47.11,68.68,3359.65,47.18,47.65,48.03,49.15,51.73,53.76,58.50,63.16,68.33,4.85
Input Sequence Length (tokens),512.00,512.00,512.00,32768.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),6.13,0.00,33.12,99134.33,4.32,5.26,5.52,5.81,6.09,6.37,6.67,6.91,8.07,0.97
Inter Token Latency (ms),6.14,6.01,6.42,393.05,6.01,6.02,6.03,6.09,6.13,6.19,6.24,6.29,6.36,0.08
OSL Mismatch Diff % (%),-1.07,-13.67,0.00,-68.75,-8.26,-3.07,-2.34,-1.56,-0.39,0.00,0.00,0.00,0.00,1.93
Output Sequence Length (tokens),253.25,221.00,256.00,16208.00,234.86,248.15,250.00,252.00,255.00,256.00,256.00,256.00,256.00,4.94
Output Token Count (tokens),253.25,221.00,256.00,16208.00,234.86,248.15,250.00,252.00,255.00,256.00,256.00,256.00,256.00,4.94
Output Token Throughput Per User (tokens/sec/user),162.86,155.78,166.42,10422.94,157.13,158.89,160.22,161.62,163.00,164.10,165.73,166.09,166.37,2.20
Prefill Throughput Per User (tokens/sec/user),9691.76,7361.98,10739.24,620272.42,7409.39,8008.20,8672.04,9384.86,9782.67,10257.35,10504.93,10602.98,10728.02,777.44
Request Latency (ms),1602.19,1405.79,1625.93,102540.20,1517.36,1585.72,1587.81,1595.32,1606.42,1613.74,1619.48,1622.63,1625.84,27.37
Time to First Output Token (ms),53.22,47.68,69.55,3405.87,47.73,48.29,48.74,49.92,52.34,54.56,59.04,63.94,69.10,4.87
Time to First Token (ms),53.22,47.68,69.55,3405.87,47.73,48.29,48.74,49.92,52.34,54.56,59.04,63.94,69.10,4.87
Time to Second Token (ms),4.01,0.00,14.85,256.65,0.00,0.00,0.00,2.87,4.22,4.87,5.76,6.92,14.78,2.79
Tokens In Flight (tokens),2522.51,0.00,3062.00,,,,,,2533.12,,2940.13,2991.19,3036.04,325.61

Metric,Value
Benchmark Duration (sec),25.87
Input Token Throughput (tokens/sec),1265.88
OSL Mismatch Count,2.00
Output Token Throughput (tokens/sec),626.14
Request Count,64.00
Request Throughput (requests/sec),2.47
Total Input Sequence Length (tokens),32768.00
Total Output Sequence Length (tokens),16208.00
Total Output Tokens (tokens),16208.00
Total Token Throughput (tokens/sec),1892.02
