Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Inter Chunk Latency (ms),33.47,0.19,714.41,4322769.56,9.31,11.31,12.36,14.26,16.25,18.93,53.27,155.84,347.08,59.32
Inter Token Latency (ms),33.55,13.17,56.16,17178.88,16.03,23.32,27.05,29.15,33.75,38.64,40.84,41.93,43.47,6.17
OSL Mismatch Diff % (%),-1.20,-41.41,0.39,-616.80,-21.09,-3.12,-1.95,-1.17,-0.39,0.00,0.00,0.00,0.00,3.65
Output Sequence Length (tokens),252.92,150.00,257.00,129493.00,202.00,248.00,251.00,253.00,255.00,256.00,256.00,256.00,256.00,9.34
Output Token Count (tokens),252.92,150.00,257.00,129493.00,202.00,248.00,251.00,253.00,255.00,256.00,256.00,256.00,256.00,9.34
Output Token Throughput Per User (tokens/sec/user),31.07,17.81,75.95,15908.35,23.00,23.85,24.49,25.88,29.63,34.30,36.96,42.88,62.39,7.36
Prefill Throughput Per User (tokens/sec/user),13754.45,1298.30,30686.51,7042275.99,1343.16,1990.89,4153.34,6989.36,12550.65,18920.63,28018.15,28775.03,29684.33,8377.10
Request Latency (ms),9390.42,3552.84,14356.55,4807892.84,4352.71,6310.08,7484.73,8270.63,9301.05,10759.04,11356.32,11745.46,13622.44,1770.28
Time to First Output Token (ms),947.51,233.62,5521.83,485123.28,241.51,249.12,255.87,378.90,571.17,1025.73,1726.08,3600.92,5337.45,1041.66
Time to First Token (ms),947.51,233.62,5521.83,485123.28,241.51,249.12,255.87,378.90,571.17,1025.73,1726.08,3600.92,5337.45,1041.66
Time to Second Token (ms),187.02,10.92,701.84,95756.73,13.02,15.71,18.54,50.87,183.64,340.81,349.33,356.05,516.07,137.11
Tokens In Flight (tokens),460519.18,0.00,474275.08,,,,,,464881.90,,471043.85,471616.17,473129.25,39900.85

Metric,Value
Benchmark Duration (sec),76.19
Input Token Throughput (tokens/sec),48168.06
OSL Mismatch Count,11.00
Output Token Throughput (tokens/sec),1699.37
Request Count,512.00
Request Throughput (requests/sec),6.72
Total Input Sequence Length (tokens),3670444.00
Total Output Sequence Length (tokens),129493.00
Total Output Tokens (tokens),129493.00
Total Token Throughput (tokens/sec),49867.43


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
