Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Total Time (ms),1596.31,1584.36,1667.08,102163.98,1585.09,1586.31,1587.72,1589.57,1593.78,1595.74,1602.59,1624.38,1666.05,14.59
HTTP Waiting (TTFB) (ms),53.48,46.58,126.69,3422.84,46.68,46.85,47.10,47.81,48.99,51.10,59.33,80.96,126.55,14.85
Input Sequence Length (tokens),512.00,512.00,512.00,32768.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),6.10,0.00,19.76,97655.34,4.32,5.45,5.65,5.87,6.06,6.26,6.48,6.68,8.68,0.83
Inter Token Latency (ms),6.12,6.01,8.06,391.96,6.01,6.03,6.03,6.04,6.06,6.13,6.17,6.20,7.20,0.26
OSL Mismatch Diff % (%),-2.15,-33.20,0.00,-137.89,-32.46,-8.89,-1.95,-1.56,0.00,0.00,0.00,0.00,0.00,6.40
Output Sequence Length (tokens),250.48,171.00,256.00,16031.00,172.89,233.25,251.00,252.00,256.00,256.00,256.00,256.00,256.00,16.38
Output Token Count (tokens),250.48,171.00,256.00,16031.00,172.89,233.25,251.00,252.00,256.00,256.00,256.00,256.00,256.00,16.38
Output Token Throughput Per User (tokens/sec/user),163.52,124.04,166.49,10465.07,140.09,161.37,161.98,163.18,164.98,165.48,165.72,165.86,166.44,5.51
Prefill Throughput Per User (tokens/sec/user),9834.54,4019.87,10864.38,629410.57,4023.34,6319.16,8330.71,9904.24,10314.35,10581.99,10750.65,10805.32,10838.80,1431.89
Request Latency (ms),1580.01,1072.46,1665.35,101120.69,1095.90,1585.08,1586.38,1588.73,1592.57,1594.96,1602.28,1624.28,1665.29,89.08
Time to First Output Token (ms),54.15,47.13,127.37,3465.35,47.24,47.38,47.63,48.38,49.64,51.70,61.50,81.54,127.26,14.90
Time to First Token (ms),54.15,47.13,127.37,3465.35,47.24,47.38,47.63,48.38,49.64,51.70,61.50,81.54,127.26,14.90
Time to Second Token (ms),3.57,0.00,8.81,228.63,0.00,0.08,2.07,3.04,3.41,4.48,5.19,5.43,7.50,1.54
Tokens In Flight (tokens),1261.47,0.00,1536.00,,,,,,1267.18,,1473.00,1502.10,1525.02,168.51

Metric,Value
Benchmark Duration (sec),51.38
Input Token Throughput (tokens/sec),637.59
OSL Mismatch Count,4.00
Output Token Throughput (tokens/sec),311.93
Request Count,64.00
Request Throughput (requests/sec),1.25
Total Input Sequence Length (tokens),32768.00
Total Output Sequence Length (tokens),16031.00
Total Output Tokens (tokens),16031.00
Total Token Throughput (tokens/sec),949.52


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
