Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Input Sequence Length (tokens),512.00,512.00,512.00,65536.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),6.41,0.00,99.36,205742.35,4.32,5.13,5.46,5.93,6.36,6.78,7.24,7.60,8.68,1.77
Inter Token Latency (ms),6.42,6.18,6.94,822.08,6.27,6.28,6.30,6.33,6.39,6.46,6.62,6.72,6.83,0.14
OSL Mismatch Diff % (%),-1.81,-55.86,1.56,-232.03,-40.90,-3.77,-2.34,-1.56,-0.39,0.00,0.00,0.00,0.00,6.83
Output Sequence Length (tokens),251.36,113.00,260.00,32174.00,151.29,246.35,250.00,252.00,255.00,256.00,256.00,256.00,256.00,17.48
Output Token Count (tokens),251.36,113.00,260.00,32174.00,151.29,246.35,250.00,252.00,255.00,256.00,256.00,256.00,256.00,17.48
Output Token Throughput Per User (tokens/sec/user),155.77,144.17,161.72,19938.53,146.43,148.90,150.95,154.80,156.54,158.01,158.77,159.18,159.50,3.18
Prefill Throughput Per User (tokens/sec/user),6093.92,2672.68,12246.91,780021.72,2692.24,2747.03,2826.05,3046.41,5830.93,8717.03,10529.97,10804.49,12106.04,3033.72
Request Latency (ms),1716.84,887.88,1804.58,219755.09,1056.94,1656.46,1661.22,1685.72,1712.52,1786.09,1795.85,1799.96,1803.65,121.32
Time to First Output Token (ms),109.47,41.81,191.57,14012.74,42.29,47.39,48.63,58.74,87.81,168.07,181.17,186.38,190.18,53.83
Time to First Token (ms),109.47,41.81,191.57,14012.74,42.29,47.39,48.63,58.74,87.81,168.07,181.17,186.38,190.18,53.83
Time to Second Token (ms),12.96,0.00,99.36,1659.13,0.00,0.00,2.21,5.16,6.88,8.30,23.72,84.91,98.67,22.48
Tokens In Flight (tokens),10019.17,0.00,12237.04,,,,,,10059.58,,11746.29,11959.00,12148.98,1326.45

Metric,Value
Benchmark Duration (sec),13.97
Input Token Throughput (tokens/sec),4686.05
OSL Mismatch Count,4.00
Output Token Throughput (tokens/sec),2300.55
Request Count,128.00
Request Throughput (requests/sec),9.15
Total Input Sequence Length (tokens),65536.00
Total Output Sequence Length (tokens),32174.00
Total Output Tokens (tokens),32174.00
Total Token Throughput (tokens/sec),6986.61


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
