Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Data Sent (KB),2.23,1.90,2.46,570.77,1.98,2.08,2.12,2.16,2.23,2.30,2.34,2.38,2.45,0.10
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2305.20,1981.33,2575.46,590132.29,1990.25,2004.94,2040.69,2057.44,2314.32,2554.79,2574.67,2574.98,2575.33,253.26
HTTP Receiving (ms),1956.49,1861.58,2390.19,500860.99,1861.62,1861.74,1873.10,1880.01,1896.14,2007.17,2148.20,2148.45,2366.43,121.94
HTTP Sending (ms),0.50,0.23,3.38,128.84,0.26,0.29,0.34,0.36,0.40,0.47,0.71,1.31,1.92,0.35
HTTP Total Time (ms),2305.20,1981.33,2575.46,590132.29,1990.25,2004.94,2040.69,2057.44,2314.32,2554.79,2574.67,2574.98,2575.33,253.26
HTTP Waiting (TTFB) (ms),348.21,74.83,678.99,89142.47,94.93,115.68,135.98,178.37,201.02,479.07,663.27,674.07,678.85,206.29
Input Sequence Length (tokens),512.00,512.00,512.00,131072.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),7.80,1.35,263.17,498592.92,4.20,4.82,6.50,7.07,7.41,7.75,8.12,11.15,14.31,8.41
Inter Token Latency (ms),7.75,7.23,12.66,1982.98,7.30,7.35,7.37,7.42,7.48,8.00,8.52,8.56,9.38,0.58
OSL Mismatch Diff % (%),-1.30,-42.19,0.00,-332.03,-29.55,-2.73,-1.95,-1.17,-0.39,0.00,0.00,0.00,0.00,4.40
Output Sequence Length (tokens),252.68,148.00,256.00,64686.00,180.35,249.00,251.00,253.00,255.00,256.00,256.00,256.00,256.00,11.25
Output Token Count (tokens),252.68,148.00,256.00,64686.00,180.35,249.00,251.00,253.00,255.00,256.00,256.00,256.00,256.00,11.25
Output Token Throughput Per User (tokens/sec/user),129.70,78.96,138.36,33204.42,106.65,116.86,117.32,125.03,133.65,134.75,135.72,136.15,136.98,8.25
Prefill Throughput Per User (tokens/sec/user),2114.76,753.45,6800.83,541378.56,753.64,756.48,770.24,803.93,2538.32,2850.67,3760.88,4404.24,5369.68,1229.16
Request Latency (ms),2297.60,1330.35,2575.65,588186.81,1781.14,1999.43,2020.05,2057.50,2314.55,2554.97,2574.76,2575.14,2575.52,269.27
Time to First Output Token (ms),349.98,75.28,679.54,89593.89,95.35,116.25,136.48,179.61,201.71,636.87,664.73,676.82,679.37,207.15
Time to First Token (ms),349.98,75.28,679.54,89593.89,95.35,116.25,136.48,179.61,201.71,636.87,664.73,676.82,679.37,207.15
Time to Second Token (ms),72.15,1.45,263.14,18469.70,1.54,3.33,5.20,6.67,10.45,40.99,261.86,262.26,262.87,107.78
Tokens In Flight (tokens),19661.23,0.00,24469.90,,,,,,19588.96,,23485.40,23933.68,24288.29,2775.87

Metric,Value
Benchmark Duration (sec),18.53
Input Token Throughput (tokens/sec),7070.82
OSL Mismatch Count,6.00
Output Token Throughput (tokens/sec),3489.56
Request Count,256.00
Request Throughput (requests/sec),13.81
Total Input Sequence Length (tokens),131072.00
Total Output Sequence Length (tokens),64686.00
Total Output Tokens (tokens),64686.00
Total Token Throughput (tokens/sec),10560.38
