Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Sending (ms),0.47,0.34,2.82,30.20,0.34,0.35,0.35,0.35,0.37,0.43,0.62,0.68,1.98,0.36
HTTP Total Time (ms),1909.31,1847.30,1941.72,122195.95,1860.26,1883.50,1891.29,1902.28,1909.58,1916.86,1928.38,1939.20,1941.15,16.56
HTTP Waiting (TTFB) (ms),103.95,71.09,153.23,6652.64,78.16,86.61,88.90,91.27,100.42,107.81,131.19,147.99,151.66,17.72
Input Sequence Length (tokens),7168.84,7168.00,7169.00,458806.00,7168.00,7168.00,7168.00,7169.00,7169.00,7169.00,7169.00,7169.00,7169.00,0.36
Inter Chunk Latency (ms),7.23,0.10,38.95,115512.67,1.31,5.76,6.68,6.89,7.04,7.22,7.48,9.44,16.83,2.05
Inter Token Latency (ms),7.16,6.98,7.47,458.06,6.99,7.03,7.06,7.09,7.14,7.19,7.27,7.39,7.46,0.10
OSL Mismatch Diff % (%),-1.09,-5.47,0.00,-69.53,-4.98,-3.85,-2.34,-1.66,-0.59,0.00,0.00,0.00,0.00,1.30
Output Sequence Length (tokens),253.22,242.00,256.00,16206.00,243.26,246.15,250.00,251.75,254.50,256.00,256.00,256.00,256.00,3.32
Output Token Count (tokens),253.22,242.00,256.00,16206.00,243.26,246.15,250.00,251.75,254.50,256.00,256.00,256.00,256.00,3.32
Output Token Throughput Per User (tokens/sec/user),139.75,133.85,143.23,8943.81,134.03,135.24,137.55,139.00,140.08,141.05,141.58,142.20,143.11,1.94
Prefill Throughput Per User (tokens/sec/user),70205.02,46581.02,99667.30,4493121.53,47058.28,48225.45,54446.68,66111.22,70889.48,78075.42,80085.66,82233.42,90346.98,10272.40
Request Latency (ms),1909.53,1847.56,1941.91,122209.78,1860.51,1883.75,1891.81,1902.49,1909.81,1917.04,1928.61,1939.38,1941.37,16.55
Time to First Output Token (ms),104.64,71.93,153.90,6697.11,79.82,87.18,89.52,91.82,101.13,108.44,131.84,148.66,152.35,17.69
Time to First Token (ms),104.64,71.93,153.90,6697.11,79.82,87.18,89.52,91.82,101.13,108.44,131.84,148.66,152.35,17.69
Time to Second Token (ms),1.78,0.10,14.75,113.91,0.17,0.66,0.82,1.10,1.29,1.63,2.01,2.74,14.71,2.38
Tokens In Flight (tokens),28955.26,0.00,29671.00,,,,,,29157.75,,29543.99,29598.27,29642.52,1513.38

Metric,Value
Benchmark Duration (sec),30.75
Input Token Throughput (tokens/sec),14913.68
OSL Mismatch Count,1.00
Output Token Throughput (tokens/sec),526.78
Request Count,64.00
Request Throughput (requests/sec),2.08
Total Input Sequence Length (tokens),458806.00
Total Output Sequence Length (tokens),16206.00
Total Output Tokens (tokens),16206.00
Total Token Throughput (tokens/sec),15440.46


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
