Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Waiting (TTFB) (ms),65.27,47.16,100.43,4177.11,47.20,47.83,49.41,53.56,62.20,74.25,86.21,92.68,97.83,14.26
Input Sequence Length (tokens),512.00,512.00,512.00,32768.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),6.19,0.00,30.19,98451.66,4.09,5.19,5.49,5.84,6.18,6.50,6.85,7.11,8.29,0.94
Inter Token Latency (ms),6.20,6.03,6.53,396.90,6.06,6.11,6.11,6.15,6.19,6.23,6.30,6.34,6.46,0.08
OSL Mismatch Diff % (%),-2.66,-76.56,0.78,-170.31,-60.81,-3.40,-2.34,-1.17,-0.20,0.00,0.00,0.00,0.29,11.29
Output Sequence Length (tokens),249.19,60.00,258.00,15948.00,100.32,247.30,250.00,253.00,255.50,256.00,256.00,256.00,256.74,28.89
Output Token Count (tokens),249.19,60.00,258.00,15948.00,100.32,247.30,250.00,253.00,255.50,256.00,256.00,256.00,256.74,28.89
Output Token Throughput Per User (tokens/sec/user),161.28,153.22,165.77,10321.69,154.72,157.70,158.63,160.52,161.48,162.70,163.70,163.78,164.99,2.11
Prefill Throughput Per User (tokens/sec/user),8093.22,4992.71,10593.94,517965.93,5169.53,5473.67,5896.59,6811.54,8144.47,9439.26,10192.70,10496.56,10590.86,1610.52
Request Latency (ms),1604.36,440.90,1657.93,102679.00,693.76,1611.75,1620.88,1628.62,1634.31,1643.40,1648.89,1652.04,1656.80,176.82
Time to First Output Token (ms),66.05,48.33,102.55,4227.34,48.34,48.78,50.23,54.24,62.87,75.17,86.83,93.55,99.11,14.30
Time to First Token (ms),66.05,48.33,102.55,4227.34,48.34,48.78,50.23,54.24,62.87,75.17,86.83,93.55,99.11,14.30
Time to Second Token (ms),4.98,0.00,26.78,318.62,0.00,0.00,1.97,3.74,4.36,5.18,7.49,10.50,21.61,4.03
Tokens In Flight (tokens),5029.23,0.00,6126.99,,,,,,5059.49,,5866.66,5977.07,6086.93,666.60

Metric,Value
Benchmark Duration (sec),13.18
Input Token Throughput (tokens/sec),2484.15
OSL Mismatch Count,2.00
Output Token Throughput (tokens/sec),1209.02
Request Count,64.00
Request Throughput (requests/sec),4.85
Total Input Sequence Length (tokens),32768.00
Total Output Sequence Length (tokens),15948.00
Total Output Tokens (tokens),15948.00
Total Token Throughput (tokens/sec),3693.17


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
