Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Waiting (TTFB) (ms),325.55,53.34,612.87,166682.90,57.84,67.67,140.53,174.80,318.14,394.97,585.11,590.24,603.19,168.26
Input Sequence Length (tokens),512.00,512.00,512.00,262144.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),8.24,0.00,1094.44,1004091.63,0.00,0.66,3.36,5.55,7.71,9.99,12.80,14.91,20.38,10.20
Inter Token Latency (ms),7.91,7.14,24.79,4049.27,7.38,7.43,7.45,7.49,7.58,8.45,8.61,8.73,9.60,0.96
OSL Mismatch Diff % (%),-2.35,-66.80,0.00,-1203.12,-49.22,-5.86,-2.73,-1.56,-0.78,0.00,0.00,0.00,0.00,7.97
Output Sequence Length (tokens),249.98,85.00,256.00,127992.00,129.99,241.00,249.00,252.00,254.00,256.00,256.00,256.00,256.00,20.41
Output Token Count (tokens),249.98,85.00,256.00,127992.00,129.99,241.00,249.00,252.00,254.00,256.00,256.00,256.00,256.00,20.41
Output Token Throughput Per User (tokens/sec/user),127.43,40.34,139.99,65246.42,104.17,114.54,116.08,118.35,131.96,133.55,134.17,134.55,135.53,9.23
Prefill Throughput Per User (tokens/sec/user),2301.54,834.74,9513.03,1178388.05,848.10,866.67,874.18,1338.68,1606.41,2918.36,3636.11,7539.31,8769.37,1850.89
Request Latency (ms),2287.27,770.45,2533.58,1171083.16,1569.61,2040.88,2053.35,2087.32,2221.65,2495.61,2510.37,2515.74,2526.89,233.90
Time to First Output Token (ms),326.16,53.82,613.37,166991.53,58.39,67.91,140.81,175.44,318.72,395.50,585.69,590.77,603.70,168.33
Time to First Token (ms),326.16,53.82,613.37,166991.53,58.39,67.91,140.81,175.44,318.72,395.50,585.69,590.77,603.70,168.33
Time to Second Token (ms),75.33,0.00,286.57,38571.07,3.35,4.59,5.60,7.63,10.42,217.12,269.15,274.74,282.25,111.75
Tokens In Flight (tokens),39170.99,0.00,48772.25,,,,,,39072.58,,46777.75,47692.42,48406.46,5623.83

Metric,Value
Benchmark Duration (sec),18.68
Input Token Throughput (tokens/sec),14020.69
OSL Mismatch Count,30.00
Output Token Throughput (tokens/sec),6845.61
Request Count,512.00
Request Throughput (requests/sec),27.38
Total Input Sequence Length (tokens),262144.00
Total Output Sequence Length (tokens),127992.00
Total Output Tokens (tokens),127992.00
Total Token Throughput (tokens/sec),20866.31


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
