Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Request Latency (ms),1928.70,1928.70,1928.70,1928.70,1928.70,1928.70,1928.70,1928.70,1928.70,1928.70,1928.70,1928.70,1928.70,0.00
Time to First Output Token (ms),322.30,322.30,322.30,322.30,322.30,322.30,322.30,322.30,322.30,322.30,322.30,322.30,322.30,0.00
Time to First Token (ms),322.30,322.30,322.30,322.30,322.30,322.30,322.30,322.30,322.30,322.30,322.30,322.30,322.30,0.00
Time to Second Token (ms),5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,5.15,0.00
Tokens In Flight (tokens),7236.62,0.00,7429.00,,,,,,7274.00,,7398.00,7414.00,7426.00,563.62

Metric,Value
Benchmark Duration (sec),1.93
Input Token Throughput (tokens/sec),3692.05
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),131.77
Request Count,1.00
Request Throughput (requests/sec),0.51
Total Input Sequence Length (tokens),7173.00
Total Output Sequence Length (tokens),256.00
Total Output Tokens (tokens),256.00
Total Token Throughput (tokens/sec),3823.82
