Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Sending (ms),0.45,0.34,2.45,29.07,0.34,0.34,0.35,0.35,0.37,0.42,0.58,0.69,1.79,0.29
HTTP Total Time (ms),1614.67,1594.97,1628.84,103339.18,1595.18,1597.98,1611.24,1613.48,1614.55,1615.81,1621.11,1627.79,1628.63,6.60
HTTP Waiting (TTFB) (ms),54.12,46.90,89.77,3463.47,46.91,47.07,47.33,48.33,49.76,51.67,64.21,86.58,87.91,11.30
Input Sequence Length (tokens),512.00,512.00,512.00,32768.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),6.15,0.00,24.72,98734.50,4.35,5.30,5.57,5.88,6.14,6.41,6.69,6.92,7.86,0.87
Inter Token Latency (ms),6.17,5.99,7.00,394.80,6.02,6.06,6.08,6.12,6.14,6.20,6.24,6.27,6.66,0.13
OSL Mismatch Diff % (%),-1.90,-66.02,0.39,-121.48,-32.30,-3.01,-1.84,-1.17,-0.39,0.00,0.00,0.00,0.14,8.28
Output Sequence Length (tokens),251.14,87.00,257.00,16073.00,173.31,248.30,251.30,253.00,255.00,256.00,256.00,256.00,256.37,21.21
Output Token Count (tokens),251.14,87.00,257.00,16073.00,173.31,248.30,251.30,253.00,255.00,256.00,256.00,256.00,256.37,21.21
Output Token Throughput Per User (tokens/sec/user),162.17,142.86,166.85,10378.88,150.46,159.53,160.28,161.32,162.87,163.28,164.46,165.02,166.12,3.03
Prefill Throughput Per User (tokens/sec/user),9629.96,5647.98,10793.65,616317.33,5783.43,5877.22,7865.83,9782.62,10178.15,10423.21,10686.81,10734.23,10785.41,1402.62
Request Latency (ms),1597.53,574.65,1629.68,102241.66,1216.37,1594.05,1609.60,1611.98,1613.94,1615.39,1620.80,1626.13,1629.09,129.05
Time to First Output Token (ms),54.80,47.44,90.65,3507.16,47.47,47.70,47.91,49.12,50.30,52.34,65.09,87.12,88.56,11.34
Time to First Token (ms),54.80,47.44,90.65,3507.16,47.47,47.70,47.91,49.12,50.30,52.34,65.09,87.12,88.56,11.34
Time to Second Token (ms),3.77,0.00,9.06,241.25,0.00,0.00,0.00,3.04,4.37,4.92,5.42,5.68,8.94,1.99
Tokens In Flight (tokens),2523.42,0.00,3068.00,,,,,,2533.05,,2947.12,3002.38,3048.04,338.28

Metric,Value
Benchmark Duration (sec),25.98
Input Token Throughput (tokens/sec),1260.66
OSL Mismatch Count,3.00
Output Token Throughput (tokens/sec),618.36
Request Count,64.00
Request Throughput (requests/sec),2.46
Total Input Sequence Length (tokens),32768.00
Total Output Sequence Length (tokens),16073.00
Total Output Tokens (tokens),16073.00
Total Token Throughput (tokens/sec),1879.02


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
