Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,254.12,253.00,256.00,32528.00,253.00,253.00,253.00,253.00,254.00,255.00,256.00,256.00,256.00,1.05
HTTP Chunks Sent,1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,128.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),64.05,63.21,64.63,8199.01,63.55,63.69,63.74,63.83,64.03,64.29,64.43,64.55,64.60,0.28
HTTP Data Sent (KB),2.22,1.90,2.46,283.81,1.97,2.06,2.10,2.15,2.22,2.29,2.33,2.37,2.46,0.10
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1896.56,1718.80,2053.37,242759.50,1725.46,1727.34,1736.96,1776.70,1898.80,2014.06,2044.16,2046.75,2052.57,125.87
HTTP Receiving (ms),1673.80,1643.99,1889.39,214246.56,1644.02,1644.15,1644.23,1649.36,1660.78,1672.98,1709.81,1709.96,1884.88,48.17
HTTP Sending (ms),0.54,0.27,2.11,69.62,0.27,0.33,0.34,0.38,0.44,0.51,0.83,1.54,1.87,0.34
HTTP Total Time (ms),1896.56,1718.80,2053.37,242759.50,1725.46,1727.34,1736.96,1776.70,1898.80,2014.06,2044.16,2046.75,2052.57,125.87
HTTP Waiting (TTFB) (ms),222.21,54.47,391.65,28443.32,66.87,68.41,69.91,127.08,164.71,328.44,382.54,385.59,391.30,114.21
Input Sequence Length (tokens),512.00,512.00,512.00,65536.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),6.66,0.91,257.94,211643.65,2.67,5.22,6.05,6.31,6.52,6.75,6.99,7.59,12.21,3.51
Inter Token Latency (ms),6.62,6.24,7.71,847.28,6.45,6.45,6.45,6.50,6.57,6.64,6.77,7.12,7.46,0.22
OSL Mismatch Diff % (%),-2.03,-54.69,0.00,-259.77,-43.85,-4.41,-2.73,-1.17,-0.39,0.00,0.00,0.00,0.00,7.09
Output Sequence Length (tokens),250.80,116.00,256.00,32103.00,143.74,244.70,249.00,253.00,255.00,256.00,256.00,256.00,256.00,18.16
Output Token Count (tokens),250.80,116.00,256.00,32103.00,143.74,244.70,249.00,253.00,255.00,256.00,256.00,256.00,256.00,18.16
Output Token Throughput Per User (tokens/sec/user),151.23,129.70,160.22,19357.03,134.10,140.52,147.63,150.57,152.29,153.77,154.93,155.09,155.10,4.64
Prefill Throughput Per User (tokens/sec/user),3194.02,1305.34,9330.16,408834.61,1306.25,1325.30,1336.08,1554.21,3097.18,4007.61,7274.87,7397.51,7604.78,1966.81
Request Latency (ms),1876.49,929.71,2053.57,240190.72,1171.73,1725.82,1727.83,1775.96,1810.94,2011.95,2043.96,2046.98,2052.76,172.31
Time to First Output Token (ms),223.02,54.88,392.23,28547.07,67.33,69.21,70.38,127.76,165.32,329.43,383.21,386.33,391.96,114.37
Time to First Token (ms),223.02,54.88,392.23,28547.07,67.33,69.21,70.38,127.76,165.32,329.43,383.21,386.33,391.96,114.37
Time to Second Token (ms),18.58,0.91,237.36,2378.11,1.05,2.43,3.15,3.58,7.44,13.99,46.43,46.52,210.67,40.17
Tokens In Flight (tokens),9916.94,0.00,12233.93,,,,,,9960.16,,11736.32,11961.50,12145.19,1426.15

Metric,Value
Benchmark Duration (sec),15.26
Input Token Throughput (tokens/sec),4289.96
OSL Mismatch Count,6.00
Output Token Throughput (tokens/sec),2101.45
Request Count,128.00
Request Throughput (requests/sec),8.38
Total Input Sequence Length (tokens),65536.00
Total Output Sequence Length (tokens),32103.00
Total Output Tokens (tokens),32103.00
Total Token Throughput (tokens/sec),6391.41


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
