Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,254.45,252.00,255.00,16285.00,252.63,253.00,254.00,254.00,255.00,255.00,255.00,255.00,255.00,0.71
HTTP Chunks Sent,1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,64.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),64.13,63.19,64.49,4104.14,63.32,63.83,63.88,63.99,64.17,64.29,64.33,64.38,64.44,0.23
HTTP Data Sent (KB),29.75,28.20,30.93,1903.85,28.25,28.68,29.14,29.49,29.87,30.10,30.29,30.37,30.65,0.53
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1766.12,1742.82,1802.74,113031.97,1743.58,1744.54,1749.13,1759.50,1764.58,1772.85,1781.85,1788.19,1797.57,12.29
HTTP Receiving (ms),1660.43,1641.95,1680.52,106267.52,1643.96,1647.56,1650.18,1653.55,1657.63,1668.89,1670.71,1672.04,1678.12,8.87
HTTP Sending (ms),0.40,0.34,1.58,25.40,0.34,0.34,0.34,0.35,0.35,0.38,0.44,0.58,1.03,0.16
HTTP Total Time (ms),1766.12,1742.82,1802.74,113031.97,1743.58,1744.54,1749.13,1759.50,1764.58,1772.85,1781.85,1788.19,1797.57,12.29
HTTP Waiting (TTFB) (ms),105.30,85.03,153.43,6739.05,86.54,89.11,91.30,93.81,98.69,114.05,129.53,134.45,145.53,15.49
Input Sequence Length (tokens),7168.84,7168.00,7169.00,458806.00,7168.00,7168.00,7168.00,7169.00,7169.00,7169.00,7169.00,7169.00,7169.00,0.36
Inter Chunk Latency (ms),6.64,0.16,28.62,106254.21,0.96,6.02,6.24,6.40,6.52,6.70,6.89,7.27,13.39,1.68
Inter Token Latency (ms),6.75,6.44,17.86,431.97,6.45,6.46,6.48,6.49,6.54,6.60,6.67,6.73,11.51,1.41
OSL Mismatch Diff % (%),-1.86,-63.28,0.39,-119.14,-33.75,-2.73,-1.95,-1.17,0.00,0.00,0.00,0.00,0.14,8.06
Output Sequence Length (tokens),251.23,94.00,257.00,16079.00,169.60,249.00,251.00,253.00,256.00,256.00,256.00,256.00,256.37,20.63
Output Token Count (tokens),251.23,94.00,257.00,16079.00,169.60,249.00,251.00,253.00,256.00,256.00,256.00,256.00,256.37,20.63
Output Token Throughput Per User (tokens/sec/user),150.73,56.00,155.30,9646.71,101.60,148.57,149.95,151.57,152.83,154.04,154.24,154.81,155.11,12.47
Prefill Throughput Per User (tokens/sec/user),69009.05,46448.73,83799.84,4416579.12,49111.47,53097.96,55106.55,62540.08,71649.46,75989.52,78075.74,79949.55,82350.26,9016.85
Request Latency (ms),1766.11,1743.00,1802.99,113031.21,1743.34,1744.31,1749.14,1759.39,1764.30,1773.02,1782.02,1788.37,1797.77,12.46
Time to First Output Token (ms),105.89,85.55,154.34,6777.00,87.07,89.67,91.82,94.34,100.06,114.63,130.09,135.02,146.23,15.52
Time to First Token (ms),105.89,85.55,154.34,6777.00,87.07,89.67,91.82,94.34,100.06,114.63,130.09,135.02,146.23,15.52
Time to Second Token (ms),0.90,0.19,5.57,57.53,0.20,0.28,0.50,0.70,0.85,0.94,1.00,1.40,3.62,0.67
Tokens In Flight (tokens),14497.14,0.00,14846.99,,,,,,14574.49,,14783.49,14811.93,14835.95,775.83

Metric,Value
Benchmark Duration (sec),56.81
Input Token Throughput (tokens/sec),8074.10
OSL Mismatch Count,3.00
Output Token Throughput (tokens/sec),282.96
Request Count,64.00
Request Throughput (requests/sec),1.13
Total Input Sequence Length (tokens),458806.00
Total Output Sequence Length (tokens),16079.00
Total Output Tokens (tokens),16079.00
Total Token Throughput (tokens/sec),8357.06
